account_uid,customer_name,email,phone,account_type,created_at,risk_level,fraud_score,is_fraud
ACC04349,Warinder Purohit,hiteshchaudhuri@example.net,7710866947938,Wallet,2022-09-28,Low,0.0,1
ACC04350,Joshua Hegde,ubikachauhan@example.net,8952786903004,Business,2023-12-10,Low,0.0,1
ACC04351,Gopal Garg,vchaudry@example.com,1613701811073,Current,2023-03-12,Low,0.0,0
ACC04352,Ijaya Gara,qvarkey@example.com,2710538834987,Current,2022-09-07,Low,0.0,0
ACC04353,Anita Chopra,lila79@example.com,8684762599672,Wallet,2022-10-09,Low,0.0,0
ACC04354,Ronith Mohan,sbora@example.com,7710203786411,Current,2022-07-30,Low,0.0,1
ACC04355,Sneha Madan,dbrahmbhatt@example.net,8868487863824,Current,2022-05-09,Low,0.0,0
ACC04356,Sai Chana,wwalla@example.com,3127731528159,Wallet,2022-04-24,Low,0.0,0
ACC04357,Arya Handa,vchandra@example.org,5163945128589,Business,2023-08-19,Low,0.0,0
ACC04358,Rishi Agrawal,tankharrison@example.org,9872483430674,Wallet,2021-12-21,Low,0.0,0
ACC04359,Megha Suresh,datewarinder@example.net,3997968878997,Business,2022-10-31,Low,0.0,0
ACC04360,Anvi Hegde,tdass@example.net,6752356371089,Wallet,2021-10-07,Low,0.0,0
ACC04361,Rayaan Jain,omisha13@example.net,8524719535307,Business,2021-10-04,Low,0.0,0
ACC04362,Kalpit Dar,ycherian@example.net,4578483997413,Current,2022-04-04,Low,0.0,1
ACC04363,Viraj Das,ranbirlad@example.com,9783701247101,Current,2023-03-17,Low,0.0,1
ACC04364,Udarsh Upadhyay,tanveerkannan@example.org,2979744527696,Savings,2022-02-16,Low,0.0,0
ACC04365,Qadim Modi,yashodagoda@example.org,6637883130667,Business,2023-08-21,Low,0.0,1
ACC04366,Lucky Jani,awali@example.net,3383645482739,Current,2023-06-10,Low,0.0,0
ACC04367,Aarna Chaudhary,grao@example.com,1082968292459,Current,2022-04-20,Low,0.0,0
ACC04368,Amrita Singh,hritikoommen@example.net,6325258885821,Business,2023-09-19,Low,0.0,1
ACC04369,Bhavya Bhargava,simonthaker@example.org,0490987313312,Business,2022-08-13,Low,0.0,0
ACC04370,Oeshi Aggarwal,pkhosla@example.com,6594557017278,Wallet,2023-05-05,Low,0.0,0
ACC04371,Siddharth Wadhwa,ulala@example.com,3641492864018,Current,2022-06-09,Low,0.0,1
ACC04372,Anay Bumb,avibava@example.org,0796366902051,Savings,2023-12-13,Low,0.0,0
ACC04373,Rohan Goyal,hemanggoel@example.net,2855202981352,Wallet,2023-04-08,Low,0.0,1
ACC04374,Yatan Venkataraman,geetikanagar@example.net,8679630235988,Wallet,2022-02-06,Low,0.0,0
ACC04375,Aarav Bhandari,ahluwaliaanirudh@example.com,8352415076523,Current,2023-07-06,Low,0.0,0
ACC04376,Edhitha Subramanian,choudhuryharsh@example.com,0929806515270,Savings,2021-09-26,Low,0.0,1
ACC04377,Max Sule,aarav12@example.net,7642495476719,Savings,2023-01-20,Low,0.0,1
ACC04378,Laksh Mistry,xzachariah@example.org,1325880761292,Business,2023-09-06,Low,0.0,1
ACC04379,Aadi Sanghvi,umang66@example.org,1123792814802,Current,2023-08-30,Low,0.0,1
ACC04380,Yochana Hegde,yochana74@example.com,4124043842883,Current,2022-08-20,Low,0.0,1
ACC04381,Ikshita Brahmbhatt,pandeyonveer@example.com,2452859234463,Wallet,2023-01-17,Low,0.0,1
ACC04382,Onveer Chand,bordezehaan@example.com,1172396319010,Wallet,2021-11-04,Low,0.0,0
ACC04383,Radha Dua,vyanjanatiwari@example.com,6712301674302,Savings,2021-11-03,Low,0.0,1
ACC04384,Joshua Balakrishnan,praval@example.org,7395894832864,Wallet,2023-07-30,Low,0.0,0
ACC04385,Anika Dash,lopasama@example.org,5968328233177,Savings,2022-01-07,Low,0.0,1
ACC04386,Vihaan Sankaran,wazir35@example.net,6817557958780,Savings,2022-10-09,Low,0.0,0
ACC04387,Krishna Toor,wradhakrishnan@example.org,8507566386233,Business,2021-08-22,Low,0.0,0
ACC04388,Faqid Bath,sibalijaya@example.net,4956603562380,Savings,2023-09-14,Low,0.0,1
ACC04389,Harinakshi Naidu,vasana81@example.com,6329514674702,Savings,2021-09-09,Low,0.0,0
ACC04390,Unnati Patla,nchokshi@example.org,2446241674974,Savings,2022-07-30,Low,0.0,0
ACC04391,Victor Rajan,lankayashica@example.org,8211814850618,Savings,2023-07-13,Low,0.0,0
ACC04392,Pooja Kothari,avni06@example.net,8824792229783,Savings,2021-07-23,Low,0.0,0
ACC04393,Fiyaz Sehgal,pratyushjaggi@example.net,8553277770550,Current,2022-12-26,Low,0.0,1
ACC04394,Udyati Chand,rajaluke@example.com,6659053497574,Current,2021-12-16,Low,0.0,1
ACC04395,Falak Bose,chokshiishanvi@example.net,5554562321791,Wallet,2022-01-05,Low,0.0,0
ACC04396,Agastya Chawla,mkurian@example.net,7161702972720,Business,2021-11-11,Low,0.0,0
ACC04397,Aarini Parmer,bhavya69@example.net,2614244839417,Business,2021-12-11,Low,0.0,0
ACC04398,Warda Dyal,chandreshramesh@example.org,6944655173723,Savings,2023-07-27,Low,0.0,0
ACC04399,Krish Kaul,samakshdubey@example.com,5846637682874,Wallet,2023-01-23,Low,0.0,1
ACC04400,Divya Mammen,varshakorpal@example.net,9181580849947,Current,2023-08-28,Low,0.0,0
ACC04401,Leela Edwin,ikar@example.com,4886359221693,Current,2022-10-08,Low,0.0,1
ACC04402,Wakeeta Parsa,nidrabutala@example.com,2699537688240,Business,2021-11-04,Low,0.0,0
ACC04403,Amaira Dada,nicholasnaidu@example.net,7034899319264,Savings,2023-04-24,Low,0.0,1
ACC04404,Yamini Dyal,shazayan@example.com,5986739211219,Business,2023-01-16,Low,0.0,0
ACC04405,Ekalinga Verma,vgrover@example.org,1029271822909,Wallet,2022-08-01,Low,0.0,0
ACC04406,Aishani Raj,bpadmanabhan@example.com,0461224714116,Current,2023-10-05,Low,0.0,1
ACC04407,Samarth Sane,harini06@example.com,1461177696939,Wallet,2022-12-15,Low,0.0,0
ACC04408,Isaiah Balan,sudikshahalder@example.net,2736741304504,Business,2022-12-27,Low,0.0,0
ACC04409,Zehaan Maharaj,alkagupta@example.net,7390071365910,Current,2023-07-29,Low,0.0,0
ACC04410,Henry Vora,gaurangipal@example.com,9447107923595,Business,2021-10-16,Low,0.0,1
ACC04411,Jagat Behl,vgandhi@example.net,5702789292147,Current,2023-08-12,Low,0.0,0
ACC04412,Kai Dutt,avnighosh@example.net,3108461759265,Business,2022-11-03,Low,0.0,0
ACC04413,Yoshita Sem,laksh81@example.net,6727185081463,Business,2022-09-18,Low,0.0,0
ACC04414,Christopher Aurora,vanya91@example.com,3928298118624,Wallet,2023-12-01,Low,0.0,1
ACC04415,Anthony Chandran,tiwarichandresh@example.net,8650306665575,Business,2023-08-04,Low,0.0,0
ACC04416,Aashi Deo,frederickmohanty@example.net,0666322581602,Savings,2021-12-27,Low,0.0,1
ACC04417,Sarthak Sood,wlalla@example.org,4952224986794,Savings,2023-10-06,Low,0.0,0
ACC04418,Lohit Apte,yashasvi59@example.org,7513093732972,Wallet,2023-02-12,Low,0.0,1
ACC04419,Chandani Bhatia,masonsarkar@example.net,8146355066654,Business,2021-11-01,Low,0.0,0
ACC04420,Vasudha D’Alia,triyabala@example.com,1132723566257,Current,2022-10-13,Low,0.0,0
ACC04421,Qasim Bir,swable@example.com,6552013320573,Savings,2022-11-24,Low,0.0,0
ACC04422,Hitesh Mammen,ghoseazad@example.com,2777191016460,Savings,2022-02-23,Low,0.0,0
ACC04423,Liam Choudhury,saidewan@example.com,7552932767330,Current,2022-05-22,Low,0.0,0
ACC04424,Parth Gupta,mannharinakshi@example.org,1608862164942,Savings,2022-03-25,Low,0.0,0
ACC04425,Lucky Saxena,uppaltimothy@example.org,2448531726821,Wallet,2022-10-28,Low,0.0,0
ACC04426,Gaurangi Rege,lchahal@example.org,1248441715443,Business,2022-02-02,Low,0.0,1
ACC04427,Dominic Warrior,sureshranveer@example.org,2349937269951,Wallet,2024-07-03,Low,0.0,1
ACC04428,Rishi Grover,nathekiya@example.org,4858048276423,Wallet,2023-01-13,Low,0.0,0
ACC04429,Nikita Jha,chowdhurychandani@example.net,2008091257378,Savings,2021-09-06,Low,0.0,0
ACC04430,Jagdish Bath,nidra73@example.org,6652567055343,Wallet,2022-07-09,Low,0.0,1
ACC04431,Yagnesh Patil,dnori@example.org,7153455740449,Current,2022-01-13,Low,0.0,0
ACC04432,Vasana Chacko,basuyauvani@example.org,9087980418656,Business,2022-10-01,Low,0.0,0
ACC04433,Sai Patla,qmital@example.net,0125390532159,Current,2022-06-22,Low,0.0,0
ACC04434,Rohan Sagar,masteraadi@example.net,4517194945283,Business,2022-01-16,Low,0.0,0
ACC04435,Forum Karnik,yadavisabharwal@example.org,0528227534958,Wallet,2021-09-21,Low,0.0,1
ACC04436,Ishani Sagar,tmore@example.net,3632250324677,Business,2021-10-28,Low,0.0,1
ACC04437,Xalak Kar,jeremiahrao@example.com,1141873477784,Current,2023-02-26,Low,0.0,0
ACC04438,Lajita Murty,yvenkataraman@example.com,6201711142308,Savings,2023-11-24,Low,0.0,0
ACC04439,Veer Seshadri,lajitabhasin@example.net,4631789023673,Wallet,2022-11-27,Low,0.0,0
ACC04440,Tristan Saran,udas@example.com,0017453883221,Current,2022-07-17,Low,0.0,0
ACC04441,Dayamai Acharya,yashodharadhingra@example.org,6430359018181,Wallet,2023-05-27,Low,0.0,0
ACC04442,Nathan Dash,palladarpan@example.org,3812044697955,Savings,2022-07-26,Low,0.0,0
ACC04443,Mekhala Randhawa,abha55@example.org,8085954486348,Wallet,2022-07-16,Low,0.0,0
ACC04444,Dev Vala,pratyushnatarajan@example.org,0810998452761,Wallet,2021-11-16,Low,0.0,1
ACC04445,Oscar Lala,vasudhaloke@example.org,1842435048148,Current,2023-12-08,Low,0.0,0
ACC04446,Vincent Ranganathan,fitanpau@example.net,4934737257730,Savings,2021-10-07,Low,0.0,0
ACC04447,Viraj Prakash,lakshmi19@example.org,6342587977262,Wallet,2023-04-28,Low,0.0,1
ACC04448,Vrishti Sagar,kevintata@example.net,4891824553724,Wallet,2021-12-18,Low,0.0,0
ACC04449,Balvan Bhakta,odikapai@example.org,7077188158582,Business,2022-08-01,Low,0.0,0
ACC04450,Tripti Jha,mitali25@example.com,6543496709738,Savings,2021-12-12,Low,0.0,0
ACC04451,Girish Chand,yastichanda@example.org,1801380520635,Savings,2021-08-22,Low,0.0,0
ACC04452,Lakshit Magar,chaayaluthra@example.org,8902177207447,Wallet,2023-04-10,Low,0.0,0
ACC04453,Logan Som,pkuruvilla@example.net,1722837519828,Wallet,2023-08-27,Low,0.0,1
ACC04454,Abhiram Kumar,idika93@example.net,8726196971687,Savings,2021-11-17,Low,0.0,1
ACC04455,Hemangini Lanka,chadazaitra@example.com,6297494979161,Savings,2022-09-28,Low,0.0,0
ACC04456,Fariq Acharya,rakshasani@example.net,0901573045231,Wallet,2022-05-24,Low,0.0,0
ACC04457,Sai Kunda,vidhimurthy@example.com,6766542098666,Savings,2022-09-23,Low,0.0,0
ACC04458,Hemangini Bhasin,fbansal@example.org,8144210209016,Wallet,2023-05-04,Low,0.0,0
ACC04459,Bhavna Mohan,lajitachakraborty@example.net,5385824068588,Current,2023-01-07,Low,0.0,0
ACC04460,Zinal Chakraborty,gaurikadey@example.com,2470217702538,Wallet,2023-03-15,Low,0.0,1
ACC04461,Prisha Tank,bchaudhry@example.net,2089695825174,Current,2021-12-30,Low,0.0,0
ACC04462,Amaira Pingle,omkaar53@example.net,6058119523613,Business,2022-07-17,Low,0.0,1
ACC04463,Reva Mutti,chanchalgoswami@example.com,9125368586433,Current,2023-09-15,Low,0.0,1
ACC04464,Jagat Loyal,tejas92@example.net,7708395406351,Wallet,2022-07-21,Low,0.0,0
ACC04465,Ayush Trivedi,gavin45@example.net,8303860655128,Current,2021-09-10,Low,0.0,0
ACC04466,Karan Biswas,dalbir76@example.com,3904907824336,Wallet,2022-09-22,Low,0.0,0
ACC04467,Neha Agarwal,diyengar@example.org,8366824063834,Savings,2023-08-03,Low,0.0,0
ACC04468,Panini Bhatti,suribhavini@example.net,3876798976443,Business,2021-09-04,Low,0.0,0
ACC04469,Gaurang Ganesan,anya75@example.com,8007937622414,Business,2023-10-09,Low,0.0,0
ACC04470,Henry Bhagat,diptabadal@example.com,3733502067238,Savings,2023-10-29,Low,0.0,1
ACC04471,Sudiksha Wadhwa,kumarojasvi@example.net,7671498386488,Business,2023-08-20,Low,0.0,0
ACC04472,Yashica Subramaniam,yashawinibhattacharyya@example.org,6576024912469,Business,2023-05-26,Low,0.0,0
ACC04473,Nihal Peri,fwarrior@example.com,4017489090130,Business,2023-10-13,Low,0.0,1
ACC04474,Veda Upadhyay,ronithdyal@example.net,6714670312869,Wallet,2022-02-06,Low,0.0,0
ACC04475,Yuvraj Dhar,mammenwarda@example.net,2528438632221,Business,2022-05-08,Low,0.0,0
ACC04476,Dalbir Palla,sathegauri@example.com,4799412642887,Business,2021-07-22,Low,0.0,1
ACC04477,Charan Pillai,lukesalvi@example.net,6790168618147,Wallet,2022-05-12,Low,0.0,0
ACC04478,Lakshit Deshmukh,gabriellad@example.com,1952665330677,Business,2022-03-20,Low,0.0,0
ACC04479,Ekantika Mane,vamakshi55@example.com,5427718551687,Business,2022-10-07,Low,0.0,0
ACC04480,Banjeet Babu,mahajanavni@example.com,4803567611564,Business,2021-12-12,Low,0.0,0
ACC04481,Edhitha Yogi,tkakar@example.org,2538618173143,Business,2021-09-09,Low,0.0,0
ACC04482,Bakhshi Ghose,rattanyashvi@example.org,6912489713738,Current,2023-08-06,Low,0.0,0
ACC04483,Mitesh Krishna,balaylakshit@example.com,2405049113808,Current,2022-08-22,Low,0.0,0
ACC04484,Fariq Kata,rshukla@example.net,4174226548851,Business,2023-08-21,Low,0.0,0
ACC04485,Hredhaan Agarwal,devcomar@example.org,4078142663275,Savings,2022-01-19,Low,0.0,0
ACC04486,Aishani Varghese,xnagi@example.net,5597879963238,Current,2022-09-21,Low,0.0,0
ACC04487,Pooja Mital,tanmayilal@example.net,2441753967753,Business,2023-11-28,Low,0.0,0
ACC04488,Lakshit Dar,dharvedhika@example.org,8107902475670,Current,2022-06-07,Low,0.0,0
ACC04489,Veda Bansal,ekanshlall@example.com,5501482347993,Wallet,2023-09-01,Low,0.0,0
ACC04490,Amruta Nath,snair@example.org,7067836760696,Business,2023-09-10,Low,0.0,1
ACC04491,Jeremiah Varughese,tkhurana@example.org,5390054316704,Savings,2022-12-18,Low,0.0,1
ACC04492,Aishani Dhar,niteshkrishnan@example.org,6606406462788,Wallet,2023-11-20,Low,0.0,0
ACC04493,Niharika Jaggi,agrawalsamar@example.org,3758780776775,Current,2023-09-02,Low,0.0,1
ACC04494,Imaran Jayaraman,dhawanvrinda@example.net,5296489398861,Wallet,2023-02-22,Low,0.0,0
ACC04495,Samarth Parmar,anita34@example.org,4162558081786,Wallet,2023-02-24,Low,0.0,0
ACC04496,Vansha Dixit,bkar@example.org,1103535839952,Wallet,2022-08-21,Low,0.0,0
ACC04497,Yachana Bhat,balrachita@example.org,8009863316659,Savings,2021-10-12,Low,0.0,1
ACC04498,Sneha Kamdar,chandresh10@example.org,0619587301924,Current,2023-08-08,Low,0.0,0
ACC04499,Jason Dugar,aryawalia@example.org,2471551515285,Business,2023-11-12,Low,0.0,0
ACC04500,Isha Virk,fchander@example.net,9021386861183,Wallet,2023-03-16,Low,0.0,0
ACC04501,Xalak Nagi,vrittichaudhry@example.org,4240827461981,Current,2023-06-27,Low,0.0,1
ACC04502,Deepa Mishra,samuelsom@example.org,9009062991390,Business,2023-12-29,Low,0.0,0
ACC04503,Harish Arya,chatresh63@example.org,4767300916461,Savings,2022-06-19,Low,0.0,0
ACC04504,Dhriti Parekh,balvanvenkataraman@example.net,7463194523621,Wallet,2023-10-23,Low,0.0,0
ACC04505,Rayaan Rout,ramagaurika@example.com,8441263262376,Savings,2022-10-30,Low,0.0,0
ACC04506,Amruta Narain,bgade@example.org,3522774807666,Business,2022-05-24,Low,0.0,0
ACC04507,Nikita Nagar,isha92@example.net,4495176424932,Wallet,2022-05-31,Low,0.0,1
ACC04508,Wriddhish Kurian,esaini@example.org,5948270690871,Business,2023-01-20,Low,0.0,0
ACC04509,Gaurav Shenoy,yashvipai@example.net,2082064602883,Business,2022-09-01,Low,0.0,0
ACC04510,Zansi Patel,awalla@example.org,5804393988186,Current,2021-11-11,Low,0.0,0
ACC04511,Upma Nath,misrachandani@example.com,3077207802827,Current,2022-08-02,Low,0.0,0
ACC04512,Chakradev Warrior,umang77@example.com,6930451058378,Business,2021-11-12,Low,0.0,1
ACC04513,Yochana Sanghvi,bhatkavya@example.com,5188689055077,Business,2022-02-16,Low,0.0,1
ACC04514,Utkarsh Pingle,chaudhurifariq@example.com,5026528790597,Business,2023-08-01,Low,0.0,1
ACC04515,Aayush Sem,jsura@example.org,8813057541003,Wallet,2023-10-01,Low,0.0,0
ACC04516,Nitara Ramakrishnan,farajjayaraman@example.net,3816514243294,Business,2022-11-30,Low,0.0,0
ACC04517,Michael Virk,aditya64@example.com,3845247994197,Current,2022-11-22,Low,0.0,1
ACC04518,Gauri Sehgal,yadavpranit@example.net,3323195121548,Wallet,2022-06-26,Low,0.0,1
ACC04519,Vedika Basak,xmukhopadhyay@example.com,4090614356310,Savings,2022-02-13,Low,0.0,1
ACC04520,Warinder Gopal,choudharyjairaj@example.com,8248611416355,Business,2021-12-08,Low,0.0,0
ACC04521,Veda Thakur,gagan45@example.net,4735587857671,Wallet,2022-03-10,Low,0.0,0
ACC04522,Umang Mitter,xalak79@example.net,3311975753045,Savings,2021-07-28,Low,0.0,0
ACC04523,Unnati Ben,qmadan@example.com,3143969261928,Current,2022-01-06,Low,0.0,1
ACC04524,Udyati Kata,sathekamala@example.org,7570974141745,Savings,2022-05-25,Low,0.0,1
ACC04525,Gunbir Chaudhari,ishanvi93@example.org,7197516447858,Wallet,2022-06-05,Low,0.0,1
ACC04526,Aachal Hegde,kradhakrishnan@example.org,8974854208481,Savings,2022-03-12,Low,0.0,0
ACC04527,Gauri Chopra,mandvritti@example.com,8673085626239,Savings,2023-06-17,Low,0.0,1
ACC04528,Amara Chadha,gaurang34@example.net,1749713641254,Savings,2022-05-27,Low,0.0,0
ACC04529,Zinal Om,virkisaiah@example.net,4877397865179,Current,2021-11-23,Low,0.0,1
ACC04530,Irya Dewan,maanas74@example.net,0465717377157,Business,2022-08-04,Low,0.0,1
ACC04531,Pranav Kata,ramanaayush@example.net,9209382963553,Savings,2023-08-30,Low,0.0,0
ACC04532,Gauri Thakkar,fvig@example.org,2124464161669,Current,2023-12-12,Low,0.0,0
ACC04533,Hamsini Muni,ayushmansood@example.com,3991454228974,Wallet,2021-10-17,Low,0.0,0
ACC04534,Aarini Sule,ldube@example.com,1713960838921,Current,2023-04-24,Low,0.0,0
ACC04535,Priya Dubey,arunimabora@example.com,6738680561062,Business,2023-10-06,Low,0.0,0
ACC04536,Triveni Narayan,bgrewal@example.net,3383312467677,Wallet,2022-11-15,Low,0.0,0
ACC04537,Raksha Yogi,agateyahvi@example.com,8485159698132,Savings,2022-08-15,Low,0.0,0
ACC04538,Devansh Ganguly,jalsa43@example.net,9903253614438,Savings,2023-01-17,Low,0.0,0
ACC04539,Hemangini Bobal,yamini95@example.net,7783404665046,Business,2023-06-30,Low,0.0,0
ACC04540,Yoshita Ghosh,victorganguly@example.com,8086631527177,Business,2023-12-07,Low,0.0,1
ACC04541,Sudiksha Mani,kramakrishnan@example.net,3566094469789,Wallet,2022-12-05,Low,0.0,0
ACC04542,Ijaya Bawa,kumervamakshi@example.net,2625789761682,Wallet,2023-09-29,Low,0.0,0
ACC04543,Faraj Dhaliwal,aggarwalyashawini@example.com,7682156588680,Savings,2023-09-21,Low,0.0,1
ACC04544,Onveer Samra,atisolanki@example.org,1136317762601,Current,2023-03-14,Low,0.0,1
ACC04545,Jagvi Soni,jeet70@example.net,0145065804695,Current,2023-06-27,Low,0.0,1
ACC04546,Falguni Pillai,praneel66@example.com,4155709919079,Wallet,2021-11-05,Low,0.0,0
ACC04547,Idika Brahmbhatt,qlata@example.org,8040095639445,Savings,2023-07-27,Low,0.0,1
ACC04548,Mason Dugar,takaarna@example.org,1661759631364,Wallet,2022-11-09,Low,0.0,0
ACC04549,Meghana Goyal,tailorladli@example.com,3932727514214,Current,2023-11-01,Low,0.0,1
ACC04550,Bhavini Sarraf,sandalneelima@example.net,5208620766942,Wallet,2023-06-29,Low,0.0,0
ACC04551,Sanaya Balan,bengirindra@example.net,7578621808163,Savings,2021-12-31,Low,0.0,0
ACC04552,Baljiwan Garg,routjeremiah@example.net,8604409997570,Savings,2023-03-01,Low,0.0,0
ACC04553,Jackson Prasad,radhakrishnanyashvi@example.net,2043788158141,Business,2023-09-21,Low,0.0,1
ACC04554,Quincy Rama,lucky57@example.com,9078239448048,Wallet,2023-08-08,Low,0.0,0
ACC04555,Siddharth Mahajan,murtytamanna@example.org,9857539463431,Business,2023-02-03,Low,0.0,0
ACC04556,Praneel Anne,janujaupadhyay@example.org,9825162816727,Wallet,2022-12-12,Low,0.0,0
ACC04557,Mohini Maharaj,ahluwaliachandran@example.org,8344920731083,Savings,2023-11-08,Low,0.0,1
ACC04558,Anmol Walia,nigamsarthak@example.com,9985196528445,Current,2023-04-30,Low,0.0,0
ACC04559,Darsh Raja,vrinda76@example.net,9903238481950,Current,2022-08-14,Low,0.0,1
ACC04560,Aditya Chaudhary,lipika93@example.net,4198932098993,Business,2023-09-05,Low,0.0,0
ACC04561,Ekiya Narang,om36@example.com,6437715789937,Wallet,2023-10-30,Low,0.0,0
ACC04562,Robert Wadhwa,zdey@example.org,7882931448794,Wallet,2022-09-12,Low,0.0,0
ACC04563,Madhavi Khatri,forumsinghal@example.org,0449092522803,Business,2023-10-25,Low,0.0,0
ACC04564,Aarav Dugal,wahab52@example.org,8471244977872,Business,2023-12-02,Low,0.0,0
ACC04565,Yochana Parmar,xmutti@example.net,5284304434246,Business,2022-03-23,Low,0.0,0
ACC04566,Jagvi Dutt,balveerkari@example.net,8053318543782,Current,2023-12-12,Low,0.0,0
ACC04567,Onveer Nagi,hema83@example.net,2149579576760,Wallet,2022-06-12,Low,0.0,0
ACC04568,Bhanumati Manda,bosehredhaan@example.com,2054880372178,Savings,2023-04-23,Low,0.0,0
ACC04569,Deepa Mishra,panchalchampak@example.com,8286074852986,Current,2023-02-23,Low,0.0,1
ACC04570,Jeevika Nath,lohit28@example.org,4720817275525,Business,2022-10-01,Low,0.0,0
ACC04571,Dayita Gera,libni23@example.com,1112139511673,Savings,2021-08-17,Low,0.0,0
ACC04572,Advika Tandon,ogoda@example.net,0215442389934,Current,2021-10-21,Low,0.0,1
ACC04573,Garima Zacharia,samesh74@example.org,7806209227515,Current,2022-12-14,Low,0.0,0
ACC04574,Jagrati Doctor,chatreshkuruvilla@example.com,4246963710999,Current,2021-10-22,Low,0.0,0
ACC04575,Anita Chana,aahanapatla@example.com,9111291974269,Current,2022-06-29,Low,0.0,0
ACC04576,Ishwar Bobal,sethlaban@example.org,6603809013171,Business,2022-06-11,Low,0.0,1
ACC04577,Gautam Wali,kashyapojasvi@example.org,3479219032871,Business,2023-11-19,Low,0.0,0
ACC04578,Faris Vala,lopa06@example.net,1489815320107,Savings,2021-09-20,Low,0.0,0
ACC04579,Janani Parikh,farajbajwa@example.com,1288916940496,Business,2021-09-03,Low,0.0,0
ACC04580,Odika Natarajan,zachariahxiti@example.org,3118609091666,Wallet,2022-03-03,Low,0.0,0
ACC04581,Harita Bhakta,nidhi24@example.com,5381090429856,Current,2023-12-31,Low,0.0,0
ACC04582,Jagvi Chandra,urvashisundaram@example.org,5458143023459,Savings,2022-08-25,Low,0.0,1
ACC04583,Vedhika Mahajan,ksami@example.net,6785557605878,Wallet,2022-04-28,Low,0.0,0
ACC04584,Sneha Rama,abhiramdua@example.net,4082184958064,Wallet,2021-08-24,Low,0.0,0
ACC04585,Priya Kata,wallavrishti@example.net,8798823519609,Business,2023-01-06,Low,0.0,0
ACC04586,Yashawini Rama,natarajananay@example.com,8147912251575,Current,2022-05-11,Low,0.0,0
ACC04587,Yauvani Barman,parsayoshita@example.com,2891041109792,Wallet,2023-11-15,Low,0.0,1
ACC04588,Maya Dutt,chandani04@example.org,3732608082872,Current,2021-12-05,Low,0.0,0
ACC04589,Jyoti Rau,netra65@example.com,2026369580004,Savings,2023-02-27,Low,0.0,0
ACC04590,Niharika Parekh,dev65@example.net,1639931973308,Savings,2022-11-22,Low,0.0,1
ACC04591,Yashodhara Khurana,ctailor@example.net,4251995290306,Savings,2021-09-02,Low,0.0,0
ACC04592,Oviya Minhas,wakeeta41@example.com,1873651585434,Current,2021-12-19,Low,0.0,0
ACC04593,Peter Arya,hiteshkorpal@example.com,0246338328028,Wallet,2021-07-15,Low,0.0,1
ACC04594,Simon Naik,aahanadas@example.org,3717845875862,Business,2023-05-30,Low,0.0,0
ACC04595,Urvi Madan,shivanshchandran@example.org,4789610536074,Wallet,2022-02-01,Low,0.0,0
ACC04596,Wazir Walla,ahluwaliaunni@example.com,4331599988704,Wallet,2022-03-21,Low,0.0,1
ACC04597,Joshua Walla,narayanzaid@example.org,8830116064166,Wallet,2021-11-21,Low,0.0,0
ACC04598,Yatin Oza,psangha@example.org,9792183160887,Business,2023-03-27,Low,0.0,0
ACC04599,Jagvi Khurana,fiyaz87@example.net,3858477267950,Current,2022-02-21,Low,0.0,0
ACC04600,Ekani Pai,nazarethtejas@example.org,5575974887697,Wallet,2023-01-16,Low,0.0,1
ACC04601,Damini Goswami,balveerdyal@example.com,5890237024024,Current,2022-09-17,Low,0.0,1
ACC04602,Yashoda Subramanian,utiwari@example.net,8686714916968,Wallet,2023-12-15,Low,0.0,0
ACC04603,Gaurang Patla,harish01@example.net,8425264051795,Current,2022-03-10,Low,0.0,1
ACC04604,Ekaraj Chaudhuri,lperi@example.com,1462097591776,Savings,2022-04-17,Low,0.0,0
ACC04605,Deepa Barad,sawhneykalpit@example.org,2258572828597,Business,2023-12-27,Low,0.0,0
ACC04606,Lohit Contractor,upasna85@example.com,4868049875094,Savings,2022-02-11,Low,0.0,1
ACC04607,Hritik Rajan,ekbalshah@example.com,7977175930061,Current,2022-11-03,Low,0.0,0
ACC04608,Widisha Yadav,damini45@example.org,0303687339115,Business,2021-11-11,Low,0.0,1
ACC04609,Samar Bassi,kashyapdev@example.org,8742274993524,Business,2022-06-28,Low,0.0,0
ACC04610,Bina Kari,anirudh10@example.com,7448801927637,Savings,2021-10-16,Low,0.0,1
ACC04611,Orinder Dugar,ayush99@example.com,4145299991430,Savings,2022-06-28,Low,0.0,1
ACC04612,Amruta Balasubramanian,hguha@example.net,9847595186561,Savings,2021-08-31,Low,0.0,0
ACC04613,Anthony Gulati,anita40@example.com,0532589748697,Business,2022-02-11,Low,0.0,0
ACC04614,Neel Bora,sahnishivansh@example.com,7397834127083,Savings,2023-01-04,Low,0.0,0
ACC04615,Irya Sood,abhimanyusem@example.org,0252965738733,Business,2021-09-05,Low,0.0,0
ACC04616,Elijah Sen,adityapandit@example.org,6578466627131,Wallet,2022-11-30,Low,0.0,1
ACC04617,Baghyawati Batta,karnikqadim@example.com,3733978503752,Current,2021-08-24,Low,0.0,0
ACC04618,Yagnesh Palla,adweta99@example.net,0867501933443,Savings,2023-08-26,Low,0.0,1
ACC04619,Kamala Choudhury,thomas27@example.com,9568514237048,Business,2022-12-17,Low,0.0,1
ACC04620,Kala Chaudhuri,harshilkapadia@example.net,3661135888457,Current,2022-10-02,Low,0.0,0
